email,firstName,lastName,rollNumber,onCampus
lynn.baker@iiitg.ac.in,Lynn,Baker,BT0827,True
shawn.conner@iiitg.ac.in,Shawn,Conner,BT0828,True
marie.espinoza@iiitg.ac.in,Marie,Espinoza,BT0829,True
jennifer.hess@iiitg.ac.in,Jennifer,Hess,BT0830,True
andrea.taylor@iiitg.ac.in,Andrea,Taylor,BT0831,False
kenneth.wilkins@iiitg.ac.in,Kenneth,Wilkins,BT0832,False
lisa.jackson@iiitg.ac.in,Lisa,Jackson,BT0833,False
kyle.whitney@iiitg.ac.in,Kyle,Whitney,BT0834,True
richard.huerta@iiitg.ac.in,Richard,Huerta,BT0835,True
melanie.wyatt@iiitg.ac.in,Melanie,Wyatt,BT0836,False
mark.jones@iiitg.ac.in,Mark,Jones,BT0837,True
cheryl.miller@iiitg.ac.in,Cheryl,Miller,BT0838,False
christopher.watson@iiitg.ac.in,Christopher,Watson,BT0839,True
tyler.collins@iiitg.ac.in,Tyler,Collins,BT0840,False
felicia.hanson@iiitg.ac.in,Felicia,Hanson,BT0841,False
anthony.gutierrez@iiitg.ac.in,Anthony,Gutierrez,BT0842,False
colin.matthews@iiitg.ac.in,Colin,Matthews,BT0843,False
sandra.smith@iiitg.ac.in,Sandra,Smith,BT0844,True
jessica.schultz@iiitg.ac.in,Jessica,Schultz,BT0845,False
dorothy.rodriguez@iiitg.ac.in,Dorothy,Rodriguez,BT0846,True
anne.jones@iiitg.ac.in,Anne,Jones,BT0847,True
madison.bass@iiitg.ac.in,Madison,Bass,BT0848,False
kevin.cook@iiitg.ac.in,Kevin,Cook,BT0849,True
katherine.gordon@iiitg.ac.in,Katherine,Gordon,BT0850,True
mariah.robbins@iiitg.ac.in,Mariah,Robbins,BT0851,False
sherri.conley@iiitg.ac.in,Sherri,Conley,BT0852,False
jennifer.mitchell@iiitg.ac.in,Jennifer,Mitchell,BT0853,True
laura.robinson@iiitg.ac.in,Laura,Robinson,BT0854,False
yvette.hernandez@iiitg.ac.in,Yvette,Hernandez,BT0855,True
michael.ortega@iiitg.ac.in,Michael,Ortega,BT0856,False
stephanie.west@iiitg.ac.in,Stephanie,West,BT0857,False
amy.dunn@iiitg.ac.in,Amy,Dunn,BT0858,True
jessica.spencer@iiitg.ac.in,Jessica,Spencer,BT0859,False
sara.conrad@iiitg.ac.in,Sara,Conrad,BT0860,False
jennifer.baldwin@iiitg.ac.in,Jennifer,Baldwin,BT0861,False
kenneth.clay@iiitg.ac.in,Kenneth,Clay,BT0862,True
ryan.townsend@iiitg.ac.in,Ryan,Townsend,BT0863,True
andrea.patel@iiitg.ac.in,Andrea,Patel,BT0864,True
jennifer.brooks@iiitg.ac.in,Jennifer,Brooks,BT0865,False
benjamin.maynard@iiitg.ac.in,Benjamin,Maynard,BT0866,True
tanya.drake@iiitg.ac.in,Tanya,Drake,BT0867,True
christopher.pearson@iiitg.ac.in,Christopher,Pearson,BT0868,True
john.cameron@iiitg.ac.in,John,Cameron,BT0869,True
mark.farmer@iiitg.ac.in,Mark,Farmer,BT0870,True
thomas.mcintyre@iiitg.ac.in,Thomas,Mcintyre,BT0871,True
nicole.moreno@iiitg.ac.in,Nicole,Moreno,BT0872,False
steven.miller@iiitg.ac.in,Steven,Miller,BT0873,False
jeremy.evans@iiitg.ac.in,Jeremy,Evans,BT0874,False
tracy.miller@iiitg.ac.in,Tracy,Miller,BT0875,True
kenneth.ortiz@iiitg.ac.in,Kenneth,Ortiz,BT0876,False
ashley.horton@iiitg.ac.in,Ashley,Horton,BT0877,False
jordan.smith@iiitg.ac.in,Jordan,Smith,BT0878,False
jeffrey.clark@iiitg.ac.in,Jeffrey,Clark,BT0879,False
heather.chandler@iiitg.ac.in,Heather,Chandler,BT0880,True
deborah.romero@iiitg.ac.in,Deborah,Romero,BT0881,True
heather.burnett@iiitg.ac.in,Heather,Burnett,BT0882,False
christine.thompson@iiitg.ac.in,Christine,Thompson,BT0883,False
jacob.goodman@iiitg.ac.in,Jacob,Goodman,BT0884,False
michael.allen@iiitg.ac.in,Michael,Allen,BT0885,False
john.baird@iiitg.ac.in,John,Baird,BT0886,True
norman.webb@iiitg.ac.in,Norman,Webb,BT0887,False
benjamin.burton@iiitg.ac.in,Benjamin,Burton,BT0888,False
justin.clark@iiitg.ac.in,Justin,Clark,BT0889,True
eric.aguirre@iiitg.ac.in,Eric,Aguirre,BT0890,False
isaac.guzman@iiitg.ac.in,Isaac,Guzman,BT0891,False
jose.daniels@iiitg.ac.in,Jose,Daniels,BT0892,False
rhonda.lambert@iiitg.ac.in,Rhonda,Lambert,BT0893,False
lisa.wilson@iiitg.ac.in,Lisa,Wilson,BT0894,True
john.little@iiitg.ac.in,John,Little,BT0895,False
caroline.payne@iiitg.ac.in,Caroline,Payne,BT0896,False
charles.powell@iiitg.ac.in,Charles,Powell,BT0897,False
lance.proctor@iiitg.ac.in,Lance,Proctor,BT0898,True
carol.williams@iiitg.ac.in,Carol,Williams,BT0899,False
nancy.garcia@iiitg.ac.in,Nancy,Garcia,BT0900,False
jeremy.vasquez@iiitg.ac.in,Jeremy,Vasquez,BT0901,False
sandra.potter@iiitg.ac.in,Sandra,Potter,BT0902,True
joseph.cunningham@iiitg.ac.in,Joseph,Cunningham,BT0903,True
brian.roth@iiitg.ac.in,Brian,Roth,BT0904,True
daniel.perry@iiitg.ac.in,Daniel,Perry,BT0905,False
sabrina.aguilar@iiitg.ac.in,Sabrina,Aguilar,BT0906,True
cynthia.newman@iiitg.ac.in,Cynthia,Newman,BT0907,False
faith.pearson@iiitg.ac.in,Faith,Pearson,BT0908,False
seth.holland@iiitg.ac.in,Seth,Holland,BT0909,False
jonathan.kennedy@iiitg.ac.in,Jonathan,Kennedy,BT0910,False
carolyn.nicholson@iiitg.ac.in,Carolyn,Nicholson,BT0911,False
linda.baker@iiitg.ac.in,Linda,Baker,BT0912,True
david.hicks@iiitg.ac.in,David,Hicks,BT0913,True
stephanie.harrison@iiitg.ac.in,Stephanie,Harrison,BT0914,False
robert.walker@iiitg.ac.in,Robert,Walker,BT0915,False
gwendolyn.khan@iiitg.ac.in,Gwendolyn,Khan,BT0916,False
kim.martinez@iiitg.ac.in,Kim,Martinez,BT0917,False
laura.grimes@iiitg.ac.in,Laura,Grimes,BT0918,True
michael.nielsen@iiitg.ac.in,Michael,Nielsen,BT0919,False
jonathan.callahan@iiitg.ac.in,Jonathan,Callahan,BT0920,True
kelly.townsend@iiitg.ac.in,Kelly,Townsend,BT0921,True
crystal.gonzales@iiitg.ac.in,Crystal,Gonzales,BT0922,True
virginia.bryant@iiitg.ac.in,Virginia,Bryant,BT0923,False
diane.turner@iiitg.ac.in,Diane,Turner,BT0924,False
michael.cooper@iiitg.ac.in,Michael,Cooper,BT0925,True
alicia.barnes@iiitg.ac.in,Alicia,Barnes,BT0926,True
tom.potts@iiitg.ac.in,Tom,Potts,BT0927,False
troy.smith@iiitg.ac.in,Troy,Smith,BT0928,False
john.brown@iiitg.ac.in,John,Brown,BT0929,True
robert.collins@iiitg.ac.in,Robert,Collins,BT0930,False
amber.lewis@iiitg.ac.in,Amber,Lewis,BT0931,False
jamie.calhoun@iiitg.ac.in,Jamie,Calhoun,BT0932,False
samantha.thompson@iiitg.ac.in,Samantha,Thompson,BT0933,False
bryan.zuniga@iiitg.ac.in,Bryan,Zuniga,BT0934,True
molly.gay@iiitg.ac.in,Molly,Gay,BT0935,True
keith.flores@iiitg.ac.in,Keith,Flores,BT0936,True
jason.mcgee@iiitg.ac.in,Jason,Mcgee,BT0937,True
mark.rogers@iiitg.ac.in,Mark,Rogers,BT0938,True
angela.rhodes@iiitg.ac.in,Angela,Rhodes,BT0939,False
andrea.sexton@iiitg.ac.in,Andrea,Sexton,BT0940,True
lisa.lin@iiitg.ac.in,Lisa,Lin,BT0941,False
maria.turner@iiitg.ac.in,Maria,Turner,BT0942,True
andrea.perez@iiitg.ac.in,Andrea,Perez,BT0943,True
jessica.collins@iiitg.ac.in,Jessica,Collins,BT0944,False
melissa.bond@iiitg.ac.in,Melissa,Bond,BT0945,False
andrea.miller@iiitg.ac.in,Andrea,Miller,BT0946,True
charles.scott@iiitg.ac.in,Charles,Scott,BT0947,False
christina.phillips@iiitg.ac.in,Christina,Phillips,BT0948,False
jessica.church@iiitg.ac.in,Jessica,Church,BT0949,False
mark.sharp@iiitg.ac.in,Mark,Sharp,BT0950,False
jennifer.barrett@iiitg.ac.in,Jennifer,Barrett,BT0951,False
james.evans@iiitg.ac.in,James,Evans,BT0952,True
kim.stevens@iiitg.ac.in,Kim,Stevens,BT0953,False
paul.arnold@iiitg.ac.in,Paul,Arnold,BT0954,True
juan.brown@iiitg.ac.in,Juan,Brown,BT0955,True
tony.hatfield@iiitg.ac.in,Tony,Hatfield,BT0956,True
paul.jones@iiitg.ac.in,Paul,Jones,BT0957,False
willie.perkins@iiitg.ac.in,Willie,Perkins,BT0958,True
aaron.robbins@iiitg.ac.in,Aaron,Robbins,BT0959,True
tiffany.chapman@iiitg.ac.in,Tiffany,Chapman,BT0960,False
michael.macdonald@iiitg.ac.in,Michael,Macdonald,BT0961,True
ashley.mitchell@iiitg.ac.in,Ashley,Mitchell,BT0962,True
charles.martin@iiitg.ac.in,Charles,Martin,BT0963,False
keith.murray@iiitg.ac.in,Keith,Murray,BT0964,False
tony.moss@iiitg.ac.in,Tony,Moss,BT0965,True
nancy.allen@iiitg.ac.in,Nancy,Allen,BT0966,True
chad.kelly@iiitg.ac.in,Chad,Kelly,BT0967,True
james.hale@iiitg.ac.in,James,Hale,BT0968,False
christina.jackson@iiitg.ac.in,Christina,Jackson,BT0969,False
jennifer.meadows@iiitg.ac.in,Jennifer,Meadows,BT0970,True
james.hubbard@iiitg.ac.in,James,Hubbard,BT0971,False
thomas.hall@iiitg.ac.in,Thomas,Hall,BT0972,True
david.jimenez@iiitg.ac.in,David,Jimenez,BT0973,False
john.hall@iiitg.ac.in,John,Hall,BT0974,True
ricky.martinez@iiitg.ac.in,Ricky,Martinez,BT0975,True
connie.davis@iiitg.ac.in,Connie,Davis,BT0976,False
jacob.oconnor@iiitg.ac.in,Jacob,Oconnor,BT0977,False
david.harris@iiitg.ac.in,David,Harris,BT0978,False
stanley.sanchez@iiitg.ac.in,Stanley,Sanchez,BT0979,True
stacey.woods@iiitg.ac.in,Stacey,Woods,BT0980,False
shane.ellis@iiitg.ac.in,Shane,Ellis,BT0981,False
nicole.lucas@iiitg.ac.in,Nicole,Lucas,BT0982,False
morgan.turner@iiitg.ac.in,Morgan,Turner,BT0983,False
sean.holt@iiitg.ac.in,Sean,Holt,BT0984,True
joseph.ayala@iiitg.ac.in,Joseph,Ayala,BT0985,True
peter.graham@iiitg.ac.in,Peter,Graham,BT0986,True
manuel.hall@iiitg.ac.in,Manuel,Hall,BT0987,True
justin.wells@iiitg.ac.in,Justin,Wells,BT0988,True
susan.mcdonald@iiitg.ac.in,Susan,Mcdonald,BT0989,True
christina.luna@iiitg.ac.in,Christina,Luna,BT0990,True
sherry.higgins@iiitg.ac.in,Sherry,Higgins,BT0991,False
melissa.gutierrez@iiitg.ac.in,Melissa,Gutierrez,BT0992,False
william.escobar@iiitg.ac.in,William,Escobar,BT0993,False
joseph.anderson@iiitg.ac.in,Joseph,Anderson,BT0994,True
susan.neal@iiitg.ac.in,Susan,Neal,BT0995,False
tyler.smith@iiitg.ac.in,Tyler,Smith,BT0996,True
david.haney@iiitg.ac.in,David,Haney,BT0997,False
clayton.rogers@iiitg.ac.in,Clayton,Rogers,BT0998,True
timothy.webb@iiitg.ac.in,Timothy,Webb,BT0999,True
thomas.jackson@iiitg.ac.in,Thomas,Jackson,BT1000,False
melissa.weber@iiitg.ac.in,Melissa,Weber,BT1001,True
nichole.long@iiitg.ac.in,Nichole,Long,BT1002,True
james.barber@iiitg.ac.in,James,Barber,BT1003,True
tina.ferguson@iiitg.ac.in,Tina,Ferguson,BT1004,False
jennifer.kirk@iiitg.ac.in,Jennifer,Kirk,BT1005,False
stephanie.spears@iiitg.ac.in,Stephanie,Spears,BT1006,False
victoria.curtis@iiitg.ac.in,Victoria,Curtis,BT1007,True
joel.horton@iiitg.ac.in,Joel,Horton,BT1008,False
amanda.swanson@iiitg.ac.in,Amanda,Swanson,BT1009,False
jerry.higgins@iiitg.ac.in,Jerry,Higgins,BT1010,True
david.miller@iiitg.ac.in,David,Miller,BT1011,False
cynthia.riggs@iiitg.ac.in,Cynthia,Riggs,BT1012,False
ryan.dalton@iiitg.ac.in,Ryan,Dalton,BT1013,False
connie.johnson@iiitg.ac.in,Connie,Johnson,BT1014,True
joseph.davis@iiitg.ac.in,Joseph,Davis,BT1015,False
joshua.schmidt@iiitg.ac.in,Joshua,Schmidt,BT1016,False
ann.hall@iiitg.ac.in,Ann,Hall,BT1017,True
colin.bryan@iiitg.ac.in,Colin,Bryan,BT1018,False
julie.aguilar@iiitg.ac.in,Julie,Aguilar,BT1019,True
jennifer.solomon@iiitg.ac.in,Jennifer,Solomon,BT1020,True
joanne.saunders@iiitg.ac.in,Joanne,Saunders,BT1021,False
andrew.blake@iiitg.ac.in,Andrew,Blake,BT1022,False
michele.terry@iiitg.ac.in,Michele,Terry,BT1023,False
maria.harris@iiitg.ac.in,Maria,Harris,BT1024,True
michael.arellano@iiitg.ac.in,Michael,Arellano,BT1025,True
crystal.pugh@iiitg.ac.in,Crystal,Pugh,BT1026,False
tony.nguyen@iiitg.ac.in,Tony,Nguyen,BT1027,True
felicia.jacobson@iiitg.ac.in,Felicia,Jacobson,BT1028,False
howard.dickerson@iiitg.ac.in,Howard,Dickerson,BT1029,True
james.flores@iiitg.ac.in,James,Flores,BT1030,False
alan.schroeder@iiitg.ac.in,Alan,Schroeder,BT1031,True
brenda.garcia@iiitg.ac.in,Brenda,Garcia,BT1032,True
robin.flores@iiitg.ac.in,Robin,Flores,BT1033,True
oscar.jones@iiitg.ac.in,Oscar,Jones,BT1034,True
janice.nunez@iiitg.ac.in,Janice,Nunez,BT1035,False
angela.mann@iiitg.ac.in,Angela,Mann,BT1036,False
dana.fisher@iiitg.ac.in,Dana,Fisher,BT1037,True
jamie.adams@iiitg.ac.in,Jamie,Adams,BT1038,False
kimberly.hatfield@iiitg.ac.in,Kimberly,Hatfield,BT1039,True
jonathan.fitzgerald@iiitg.ac.in,Jonathan,Fitzgerald,BT1040,False
megan.carter@iiitg.ac.in,Megan,Carter,BT1041,True
jeremy.ali@iiitg.ac.in,Jeremy,Ali,BT1042,False
daniel.peterson@iiitg.ac.in,Daniel,Peterson,BT1043,True
kayla.perez@iiitg.ac.in,Kayla,Perez,BT1044,True
brandon.roberts@iiitg.ac.in,Brandon,Roberts,BT1045,True
johnathan.bradley@iiitg.ac.in,Johnathan,Bradley,BT1046,True
carolyn.contreras@iiitg.ac.in,Carolyn,Contreras,BT1047,True
ethan.vargas@iiitg.ac.in,Ethan,Vargas,BT1048,False
lynn.johnson@iiitg.ac.in,Lynn,Johnson,BT1049,True
laura.torres@iiitg.ac.in,Laura,Torres,BT1050,False
valerie.weaver@iiitg.ac.in,Valerie,Weaver,BT1051,False
susan.soto@iiitg.ac.in,Susan,Soto,BT1052,True
johnny.owen@iiitg.ac.in,Johnny,Owen,BT1053,True
henry.hampton@iiitg.ac.in,Henry,Hampton,BT1054,False
tiffany.anderson@iiitg.ac.in,Tiffany,Anderson,BT1055,True
bethany.long@iiitg.ac.in,Bethany,Long,BT1056,True
john.johnson@iiitg.ac.in,John,Johnson,BT1057,True
jasmine.smith@iiitg.ac.in,Jasmine,Smith,BT1058,True
sandra.ellis@iiitg.ac.in,Sandra,Ellis,BT1059,True
beverly.logan@iiitg.ac.in,Beverly,Logan,BT1060,True
samantha.cardenas@iiitg.ac.in,Samantha,Cardenas,BT1061,False
christie.wilson@iiitg.ac.in,Christie,Wilson,BT1062,False
joan.griffith@iiitg.ac.in,Joan,Griffith,BT1063,True
cindy.walker@iiitg.ac.in,Cindy,Walker,BT1064,False
anthony.white@iiitg.ac.in,Anthony,White,BT1065,False
daniel.buck@iiitg.ac.in,Daniel,Buck,BT1066,True
monica.whitaker@iiitg.ac.in,Monica,Whitaker,BT1067,False
pedro.hernandez@iiitg.ac.in,Pedro,Hernandez,BT1068,False
patricia.foley@iiitg.ac.in,Patricia,Foley,BT1069,False
johnny.jacobson@iiitg.ac.in,Johnny,Jacobson,BT1070,False
timothy.fowler@iiitg.ac.in,Timothy,Fowler,BT1071,True
daniel.wells@iiitg.ac.in,Daniel,Wells,BT1072,False
antonio.burnett@iiitg.ac.in,Antonio,Burnett,BT1073,False
gabrielle.burton@iiitg.ac.in,Gabrielle,Burton,BT1074,False
melissa.dixon@iiitg.ac.in,Melissa,Dixon,BT1075,False
robert.young@iiitg.ac.in,Robert,Young,BT1076,False
matthew.moore@iiitg.ac.in,Matthew,Moore,BT1077,False
garrett.price@iiitg.ac.in,Garrett,Price,BT1078,False
lisa.hunter@iiitg.ac.in,Lisa,Hunter,BT1079,False
david.pratt@iiitg.ac.in,David,Pratt,BT1080,False
richard.bryant@iiitg.ac.in,Richard,Bryant,BT1081,True
martin.pierce@iiitg.ac.in,Martin,Pierce,BT1082,True
jason.bradley@iiitg.ac.in,Jason,Bradley,BT1083,False
brenda.hess@iiitg.ac.in,Brenda,Hess,BT1084,True
mitchell.brooks@iiitg.ac.in,Mitchell,Brooks,BT1085,False
carrie.williams@iiitg.ac.in,Carrie,Williams,BT1086,False
robert.rivers@iiitg.ac.in,Robert,Rivers,BT1087,True
matthew.perez@iiitg.ac.in,Matthew,Perez,BT1088,False
courtney.hall@iiitg.ac.in,Courtney,Hall,BT1089,False
sara.hart@iiitg.ac.in,Sara,Hart,BT1090,True
michelle.hart@iiitg.ac.in,Michelle,Hart,BT1091,True
martin.cooper@iiitg.ac.in,Martin,Cooper,BT1092,True
andrew.banks@iiitg.ac.in,Andrew,Banks,BT1093,True
tammy.turner@iiitg.ac.in,Tammy,Turner,BT1094,False
leon.ray@iiitg.ac.in,Leon,Ray,BT1095,False
gregory.johnson@iiitg.ac.in,Gregory,Johnson,BT1096,True
jose.ball@iiitg.ac.in,Jose,Ball,BT1097,False
breanna.jackson@iiitg.ac.in,Breanna,Jackson,BT1098,False
robin.fields@iiitg.ac.in,Robin,Fields,BT1099,False
christopher.martinez@iiitg.ac.in,Christopher,Martinez,BT1100,False
john.harvey@iiitg.ac.in,John,Harvey,BT1101,True
anne.beck@iiitg.ac.in,Anne,Beck,BT1102,False
marc.krueger@iiitg.ac.in,Marc,Krueger,BT1103,True
steven.phillips@iiitg.ac.in,Steven,Phillips,BT1104,False
taylor.porter@iiitg.ac.in,Taylor,Porter,BT1105,False
michelle.leon@iiitg.ac.in,Michelle,Leon,BT1106,False
carol.jones@iiitg.ac.in,Carol,Jones,BT1107,True
robin.edwards@iiitg.ac.in,Robin,Edwards,BT1108,True
nancy.johnson@iiitg.ac.in,Nancy,Johnson,BT1109,False
timothy.lyons@iiitg.ac.in,Timothy,Lyons,BT1110,True
steven.baker@iiitg.ac.in,Steven,Baker,BT1111,True
laurie.kelly@iiitg.ac.in,Laurie,Kelly,BT1112,True
philip.payne@iiitg.ac.in,Philip,Payne,BT1113,False
kyle.martin@iiitg.ac.in,Kyle,Martin,BT1114,False
penny.cooke@iiitg.ac.in,Penny,Cooke,BT1115,True
kristine.miles@iiitg.ac.in,Kristine,Miles,BT1116,False
marie.carpenter@iiitg.ac.in,Marie,Carpenter,BT1117,False
bryan.higgins@iiitg.ac.in,Bryan,Higgins,BT1118,False
thomas.vasquez@iiitg.ac.in,Thomas,Vasquez,BT1119,False
anthony.sims@iiitg.ac.in,Anthony,Sims,BT1120,True
corey.brown@iiitg.ac.in,Corey,Brown,BT1121,False
diane.salazar@iiitg.ac.in,Diane,Salazar,BT1122,True
kevin.villarreal@iiitg.ac.in,Kevin,Villarreal,BT1123,False
david.ramirez@iiitg.ac.in,David,Ramirez,BT1124,True
kimberly.gardner@iiitg.ac.in,Kimberly,Gardner,BT1125,True
heather.west@iiitg.ac.in,Heather,West,BT1126,True
brenda.mann@iiitg.ac.in,Brenda,Mann,BT1127,False
brianna.torres@iiitg.ac.in,Brianna,Torres,BT1128,True
megan.sanchez@iiitg.ac.in,Megan,Sanchez,BT1129,False
jerry.ramirez@iiitg.ac.in,Jerry,Ramirez,BT1130,True
megan.walters@iiitg.ac.in,Megan,Walters,BT1131,True
jonathan.shelton@iiitg.ac.in,Jonathan,Shelton,BT1132,False
nicole.berger@iiitg.ac.in,Nicole,Berger,BT1133,False
michael.donovan@iiitg.ac.in,Michael,Donovan,BT1134,True
jonathan.walters@iiitg.ac.in,Jonathan,Walters,BT1135,True
tyler.davis@iiitg.ac.in,Tyler,Davis,BT1136,False
beth.whitaker@iiitg.ac.in,Beth,Whitaker,BT1137,False
emily.rodriguez@iiitg.ac.in,Emily,Rodriguez,BT1138,True
rodney.weeks@iiitg.ac.in,Rodney,Weeks,BT1139,True
kimberly.gordon@iiitg.ac.in,Kimberly,Gordon,BT1140,False
sharon.moss@iiitg.ac.in,Sharon,Moss,BT1141,False
teresa.vazquez@iiitg.ac.in,Teresa,Vazquez,BT1142,True
leslie.taylor@iiitg.ac.in,Leslie,Taylor,BT1143,False
jared.roberson@iiitg.ac.in,Jared,Roberson,BT1144,False
christopher.hancock@iiitg.ac.in,Christopher,Hancock,BT1145,False
jessica.beasley@iiitg.ac.in,Jessica,Beasley,BT1146,False
patrick.munoz@iiitg.ac.in,Patrick,Munoz,BT1147,True
amy.ramos@iiitg.ac.in,Amy,Ramos,BT1148,True
zachary.buchanan@iiitg.ac.in,Zachary,Buchanan,BT1149,False
sara.nicholson@iiitg.ac.in,Sara,Nicholson,BT1150,True
lorraine.wise@iiitg.ac.in,Lorraine,Wise,BT1151,False
phillip.gonzalez@iiitg.ac.in,Phillip,Gonzalez,BT1152,False
michael.griffin@iiitg.ac.in,Michael,Griffin,BT1153,True
david.tran@iiitg.ac.in,David,Tran,BT1154,True
lisa.simmons@iiitg.ac.in,Lisa,Simmons,BT1155,False
alexander.preston@iiitg.ac.in,Alexander,Preston,BT1156,True
eric.robinson@iiitg.ac.in,Eric,Robinson,BT1157,False
edward.heath@iiitg.ac.in,Edward,Heath,BT1158,False
jodi.martin@iiitg.ac.in,Jodi,Martin,BT1159,True
matthew.romero@iiitg.ac.in,Matthew,Romero,BT1160,False
micheal.robertson@iiitg.ac.in,Micheal,Robertson,BT1161,False
steven.mclaughlin@iiitg.ac.in,Steven,Mclaughlin,BT1162,False
joseph.murphy@iiitg.ac.in,Joseph,Murphy,BT1163,False
joanne.riley@iiitg.ac.in,Joanne,Riley,BT1164,False
jimmy.hayes@iiitg.ac.in,Jimmy,Hayes,BT1165,False
joy.bautista@iiitg.ac.in,Joy,Bautista,BT1166,False
keith.carey@iiitg.ac.in,Keith,Carey,BT1167,True
christopher.barker@iiitg.ac.in,Christopher,Barker,BT1168,True
henry.malone@iiitg.ac.in,Henry,Malone,BT1169,True
bailey.kelly@iiitg.ac.in,Bailey,Kelly,BT1170,True
patricia.ramos@iiitg.ac.in,Patricia,Ramos,BT1171,True
alexis.robinson@iiitg.ac.in,Alexis,Robinson,BT1172,True
nathan.cruz@iiitg.ac.in,Nathan,Cruz,BT1173,False
richard.sexton@iiitg.ac.in,Richard,Sexton,BT1174,True
james.chandler@iiitg.ac.in,James,Chandler,BT1175,False
alexis.harrison@iiitg.ac.in,Alexis,Harrison,BT1176,False
jody.porter@iiitg.ac.in,Jody,Porter,BT1177,False
christopher.mccoy@iiitg.ac.in,Christopher,Mccoy,BT1178,True
jimmy.alexander@iiitg.ac.in,Jimmy,Alexander,BT1179,True
tamara.davidson@iiitg.ac.in,Tamara,Davidson,BT1180,True
ashley.adams@iiitg.ac.in,Ashley,Adams,BT1181,False
michael.nelson@iiitg.ac.in,Michael,Nelson,BT1182,True
alexandra.jenkins@iiitg.ac.in,Alexandra,Jenkins,BT1183,False
tina.taylor@iiitg.ac.in,Tina,Taylor,BT1184,True
kimberly.sullivan@iiitg.ac.in,Kimberly,Sullivan,BT1185,True
vickie.curry@iiitg.ac.in,Vickie,Curry,BT1186,False
ryan.summers@iiitg.ac.in,Ryan,Summers,BT1187,False
lisa.ward@iiitg.ac.in,Lisa,Ward,BT1188,False
nicole.gibson@iiitg.ac.in,Nicole,Gibson,BT1189,True
tony.klein@iiitg.ac.in,Tony,Klein,BT1190,True
alexis.aguilar@iiitg.ac.in,Alexis,Aguilar,BT1191,True
aaron.burns@iiitg.ac.in,Aaron,Burns,BT1192,False
jared.thomas@iiitg.ac.in,Jared,Thomas,BT1193,False
eric.perez@iiitg.ac.in,Eric,Perez,BT1194,False
michael.singleton@iiitg.ac.in,Michael,Singleton,BT1195,True
tiffany.porter@iiitg.ac.in,Tiffany,Porter,BT1196,False
janet.thomas@iiitg.ac.in,Janet,Thomas,BT1197,True
jeremy.evans@iiitg.ac.in,Jeremy,Evans,BT1198,True
amanda.young@iiitg.ac.in,Amanda,Young,BT1199,False
marc.nichols@iiitg.ac.in,Marc,Nichols,BT1200,False
cameron.munoz@iiitg.ac.in,Cameron,Munoz,BT1201,False
angel.herrera@iiitg.ac.in,Angel,Herrera,BT1202,True
susan.murray@iiitg.ac.in,Susan,Murray,BT1203,False
benjamin.martin@iiitg.ac.in,Benjamin,Martin,BT1204,True
rebecca.gibson@iiitg.ac.in,Rebecca,Gibson,BT1205,True
nicholas.thomas@iiitg.ac.in,Nicholas,Thomas,BT1206,True
amy.donaldson@iiitg.ac.in,Amy,Donaldson,BT1207,True
donna.ruiz@iiitg.ac.in,Donna,Ruiz,BT1208,True
katherine.brown@iiitg.ac.in,Katherine,Brown,BT1209,True
katherine.newman@iiitg.ac.in,Katherine,Newman,BT1210,True
rodney.hahn@iiitg.ac.in,Rodney,Hahn,BT1211,False
kelsey.marshall@iiitg.ac.in,Kelsey,Marshall,BT1212,False
rhonda.pacheco@iiitg.ac.in,Rhonda,Pacheco,BT1213,True
michele.reynolds@iiitg.ac.in,Michele,Reynolds,BT1214,False
troy.johnson@iiitg.ac.in,Troy,Johnson,BT1215,True
thomas.oliver@iiitg.ac.in,Thomas,Oliver,BT1216,False
calvin.carr@iiitg.ac.in,Calvin,Carr,BT1217,True
william.ortega@iiitg.ac.in,William,Ortega,BT1218,True
laura.watts@iiitg.ac.in,Laura,Watts,BT1219,True
amanda.ross@iiitg.ac.in,Amanda,Ross,BT1220,True
edward.elliott@iiitg.ac.in,Edward,Elliott,BT1221,False
robin.christensen@iiitg.ac.in,Robin,Christensen,BT1222,False
stephen.cook@iiitg.ac.in,Stephen,Cook,BT1223,True
brian.olson@iiitg.ac.in,Brian,Olson,BT1224,True
nancy.gordon@iiitg.ac.in,Nancy,Gordon,BT1225,True
geoffrey.adkins@iiitg.ac.in,Geoffrey,Adkins,BT1226,False
terry.acevedo@iiitg.ac.in,Terry,Acevedo,BT1227,False
james.mann@iiitg.ac.in,James,Mann,BT1228,False
gabriel.benson@iiitg.ac.in,Gabriel,Benson,BT1229,True
amy.bates@iiitg.ac.in,Amy,Bates,BT1230,True
julia.flores@iiitg.ac.in,Julia,Flores,BT1231,True
derrick.miller@iiitg.ac.in,Derrick,Miller,BT1232,False
joy.kennedy@iiitg.ac.in,Joy,Kennedy,BT1233,True
john.young@iiitg.ac.in,John,Young,BT1234,True
mary.campbell@iiitg.ac.in,Mary,Campbell,BT1235,False
kelsey.mccoy@iiitg.ac.in,Kelsey,Mccoy,BT1236,False
martha.lopez@iiitg.ac.in,Martha,Lopez,BT1237,True
robert.stewart@iiitg.ac.in,Robert,Stewart,BT1238,True
scott.benton@iiitg.ac.in,Scott,Benton,BT1239,True
john.doyle@iiitg.ac.in,John,Doyle,BT1240,False
